PeakID	Title	Scans	RT left(min)	RT (min)	RT right (min)	Precursor m/z	Height	Area	Model masses	Adduct	Isotope	Comment	Reference RT	Reference m/z	Formula	Ontology	InChIKey	SMILES	Annotation tag (VS1.0)	RT matched	m/z matched	MS/MS matched	RT similarity	Dot product	Reverse dot product	Fragment presence %	Total score	S/N	MS1 isotopes	MSMS spectrum
926	Unknown	18139	8.673017	9.018383	9.157766	403.222	1587.6875	13888.1689453125	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	150.3889	403.18054:79 403.23172:433 403.2455:576 404.25006:192 404.33482:66 405.21838:99 405.23416:121 405.25982:404 405.7395:116 406.20366:56 406.23922:42 406.26491:127 407.20596:69 407.23564:137 407.27916:74 407.33455:60	
927	Unknown	18139	8.801066	9.018383	9.2411	405.2598	1597.1875	13257.333984375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	100.9447	405.21838:99 405.23416:121 405.25982:404 405.7395:116 406.20366:56 406.23922:42 406.26491:127 407.20596:69 407.23564:137 407.27916:74 407.33455:60 408.30259:70 408.34221:101 409.1647:83 409.22221:118 409.25394:548	
928	Unknown	18139	8.501766	9.018383	9.129333	411.2376	2006.9375	17080.90234375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	101.5224	411.12615:131 411.18578:74 411.23548:558 411.27524:219 411.31102:63 412.23999:134 412.28576:146 412.30368:70 412.32358:114 413.24572:72 413.29952:107 414.21676:64 414.2846:103 414.30256:78 415.03316:61 415.17696:72 415.20892:81 415.25487:191 415.27285:68 416.21027:118	
929	Unknown	18139	8.614067	9.018383	9.337433	475.2976	6072.75	128375.65625	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	308.7516	475.24419:107 475.29762:995 476.25554:53 476.29833:391 477.24655:218 478.22573:665 478.26218:92 479.22308:87 479.26386:751 479.39907:106 480.24295:72 480.27947:587	
930	Unknown	18139	8.92225	9.018383	9.087867	521.2729	2028.4375	12407.5390625	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	22.71382	521.13645:186 521.27297:525 521.34011:105 521.35802:201 522.14172:142 522.25149:831 522.28061:577 522.3523:149 523.2511:324 523.28698:208 524.25392:68 524.28534:93 524.37289:649 524.41329:98 524.45146:199 525.28017:51 525.36554:80 525.37004:182	
931	Unknown	18139	8.949984	9.018383	9.2131	538.3532	1142.875	8904.0830078125	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	187.5425	538.16447:198 538.26908:361 538.34186:98 538.35323:319 539.15871:70 539.27935:926 539.36131:91 540.28829:313 540.33842:63 540.40906:76 540.45008:683 541.28449:54 541.29133:105 541.3666:47 541.45327:336 542.43456:49 543.25451:83	
932	Unknown	18139	8.8144	9.018383	9.22715	698.357	2193.4375	11673.234375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	316.1487	698.35697:718 699.35728:204 700.46208:66 701.53399:48 702.37289:43 702.47161:92 702.51059:71 702.53397:150	
933	Unknown	18139	8.8144	9.018383	9.28195	752.4736	1181.125	13717.4365234375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	251.5952	752.47264:283 752.52105:87 753.45177:143 753.47599:122	
934	Unknown	18150	8.936216	9.03205	9.2411	268.154	5431.625	30468.078125	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	37.81481	268.10425:326 268.15401:1655 268.18772:73 268.23588:79 269.10838:78 269.11642:71 269.13893:101 269.15823:382 269.17431:148 269.1904:191 269.21131:2458 269.28208:194 270.19656:79 270.21267:411 270.31742:76 271.11904:62 271.13518:62 271.17069:160 271.19006:350 271.20621:113 271.21589:109 271.22397:240 271.26433:130 272.18216:47 272.1951:83 272.22259:873 272.24038:702 272.25818:12071 273.10964:364 273.1469:173	53.03732:20 55.05364:73 57.03279:115 57.06981:125 59.05441:20 67.05:84 69.06931:77 71.08552:51 79.05381:42 81.04206:20 81.06942:147 83.08717:72 85.02844:53 86.10388:53 91.05412:35 93.06973:92 94.07203:44 95.08447:105 96.08888:49 97.06476:42 105.0694:58 107.04809:91 108.05454:20 110.10215:59 119.036:116 121.09727:43 124.12458:20 133.10258:45 135.11646:56 136.06273:2727 149.05714:63 154.12738:20 162.1394:43 169.99638:39 174.10451:20 177.05566:127 180.11057:47 222.11876:28 235.33585:21 250.0854:54 250.14742:41 268.10233:94 268.13123:67 268.20187:88
935	Unknown	18150	8.78755	9.03205	9.171383	269.2115	9796.75	100047.265625	null	[M+H]+	M + 0	found in higher mz's MsMs_939	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	201.4595	269.10838:78 269.11642:71 269.13893:101 269.15823:382 269.17431:148 269.1904:191 269.21131:2458 269.28208:194 270.19656:79 270.21267:411 270.31742:76 271.11904:62 271.13518:62 271.17069:160 271.19006:350 271.20621:113 271.21589:109 271.22397:240 271.26433:130 272.18216:47 272.1951:83 272.22259:873 272.24038:702 272.25818:12071 273.10964:364 273.1469:173 273.18417:393 273.22467:476 273.24088:191 273.26194:1819 274.11173:85 274.13608:143 274.18964:103	55.01801:107 55.03619:109 55.05437:773 57.03353:224 57.06981:300 59.04763:66 61.0446:32 67.04678:101 67.05481:1113 69.06931:1102 71.04915:313 71.08551:105 75.02483:124 77.04551:20 79.05381:531 81.0703:1619 83.04785:56 83.08538:562 85.02663:29 85.06551:187 85.10168:62 91.05225:161 93.07068:666 95.08638:1745 97.06476:226 97.10243:244 99.04497:65 99.11327:20 105.06839:177 107.0775:67 107.0846:686 109.10154:1111 111.08149:161 111.11559:76 115.07589:38 115.10744:20 117.06772:97 117.51362:20 119.08307:147 121.1005:718 123.07616:45 123.1164:248 124.11366:30 125.0952:169 129.06784:47 131.08699:220 133.10258:486 135.08228:74 135.09024:150 135.11646:316 136.06044:123 137.05936:51 137.06395:155 137.13167:98 139.10979:115 143.34781:20 145.10072:128 147.1151:115 149.09424:122 149.13255:302 151.11073:58 153.08981:148 155.08543:59 157.10133:39 159.11667:283 161.13364:101 163.07066:57 163.10573:92 163.14828:82 165.08728:47 165.12885:31 167.08208:53 167.10616:56 169.12071:38 171.11658:40 173.13316:159 175.1447:124 177.09219:279 177.12872:88 177.17308:20 180.17503:162 181.11972:32 185.13116:28 187.10912:41 187.14801:99 189.16768:57 193.03384:21 193.15781:59 195.10001:340 197.13039:43 205.12102:43 205.187:90 207.17451:44 208.1662:53 209.15034:44 213.06859:60 213.1244:21 215.18008:294 223.11188:66 226.18117:23 233.19328:123 241.20074:27 251.17017:82 251.19814:346 251.23543:21 264.4552:21 269.10968:40 269.19171:63 269.20618:65 269.23029:21
936	Unknown	18150	8.827784	9.03205	9.129333	270.2127	1933.375	18655.10546875	null	[M+H]+	M + 1	isotope of 935	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	57.14887	270.19656:79 270.21267:411 270.31742:76 271.11904:62 271.13518:62 271.17069:160 271.19006:350 271.20621:113 271.21589:109 271.22397:240 271.26433:130 272.18216:47 272.1951:83 272.22259:873 272.24038:702 272.25818:12071 273.10964:364 273.1469:173 273.18417:393 273.22467:476 273.24088:191 273.26194:1819 274.11173:85 274.13608:143 274.18964:103 274.22698:104 274.26756:237 275.13029:75 275.16444:222 275.20021:3339	
937	Unknown	18150	8.936216	9.03205	9.171383	279.094	3261.1875	27907.498046875	null	[M+H]+	M + 0	found in higher mz's MsMs_916	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	46.57321	279.09402:777 279.15462:101 279.171:80 279.19229:131 279.2316:28072 280.09718:327 280.1628:59 280.235:5011 280.2629:368 281.05118:733 281.08241:92 281.13829:77 281.15473:49 281.17445:284 281.19253:177 281.21061:143 281.24678:3962 282.04961:163 282.19451:115 282.20768:94 282.2505:766 282.27685:83 283.04817:108 283.14713:143 283.17352:221 283.20486:2908 283.22466:140 283.26096:871	
938	Unknown	18150	8.801066	9.03205	9.2131	287.221	1617.3125	16269.9990234375	null	[M+H]+	M + 0	found in higher mz's MsMs_939	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	134.7457	287.14805:84 287.16633:157 287.19955:358 287.22115:404 287.31751:136 288.20051:209 288.22215:117 288.25044:143 289.13487:242 289.17821:189 289.19322:78 289.21655:290 290.18261:88 291.10011:139 291.19545:377 291.21218:352 292.16648:68 292.19832:121	
939	Unknown	18150	8.673017	9.03205	9.087867	305.2471	10227.5	64148.56640625	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	507.9197	305.04655:169 305.14072:66 305.17326:93 305.21265:432 305.2469:2610 306.04896:72 306.21705:94 306.24793:558 307.22825:224 307.2609:487 308.09313:129 308.1895:139 308.21187:92 308.2222:89 308.26694:146 309.11605:62 309.15052:109 309.16948:225 309.20568:743 309.24188:284 309.26774:69 310.17173:88 310.20799:163 310.23907:152	53.03874:20 55.05437:375 57.06981:283 67.05481:660 68.99845:72 69.07094:329 71.08717:154 77.03863:151 78.0434:20 79.05469:547 81.03412:40 81.0703:831 83.04875:43 83.08717:121 85.0637:106 87.00768:73 91.05412:315 93.06406:41 93.07068:1030 95.08447:568 97.0638:176 99.08205:91 105.03323:75 105.0694:280 106.06451:67 107.08562:719 109.06673:87 109.10052:347 111.00815:208 111.08253:71 113.05945:48 113.09698:86 115.05381:55 117.06985:151 119.08521:363 120.09397:34 121.10159:920 123.0816:100 123.1164:100 123.12837:20 125.09411:47 127.07211:80 128.06082:47 129.01884:723 130.07545:20 131.08475:255 133.10033:358 134.06223:111 135.11646:510 137.09724:150 137.13281:53 139.00343:140 139.11093:56 142.07603:20 143.08386:164 145.10074:119 147.08061:77 147.11867:206 149.09544:82 149.13136:415 149.2056:20 151.11194:124 153.08981:40 153.13104:64 155.08299:39 155.14281:111 157.01535:39 157.10011:220 159.07957:96 159.11667:279 161.09631:152 161.13365:248 162.13815:36 163.1095:122 163.14705:262 165.12759:119 167.10107:46 167.14165:72 169.10159:35 170.10631:41 171.1153:231 171.13708:20 173.09447:91 173.1022:58 173.13316:235 174.13683:33 175.03835:35 175.11098:160 175.12914:75 175.14729:182 177.12872:136 177.16396:289 179.10555:34 179.14227:112 179.18295:20 181.09862:70 181.12236:43 183.11598:66 185.08049:121 185.13116:193 187.10912:77 187.14801:63 189.1259:89 189.16499:90 191.14128:60 191.17651:88 193.15099:70 195.13835:42 199.14221:79 201.12671:32 201.16425:104 203.13503:64 203.142:94 205.11681:72 205.19122:55 207.1209:57 207.17311:63 209.12907:110 211.10991:69 213.03426:49 213.12869:88 213.16447:76 213.17163:23 215.05212:62 215.10677:40 215.18008:56 217.15897:95 219.11208:21 221.13953:75 221.15118:98 225.12828:52 227.1449:58 227.1774:113 229.15863:195 231.17232:36 233.15138:21 235.16896:143 241.15662:29 241.19467:103 243.09534:28 243.17175:75 245.15079:54 245.1907:179 249.18088:49 251.03503:21 252.20905:21 259.16385:48 259.20804:97 260.20172:96 261.05472:103 269.15311:76 269.18848:118 269.22549:85 285.05026:21 287.19925:196 287.23581:128 305.04456:245 305.12503:53 305.20209:107 305.22263:92 305.23462:121 305.2449:404 305.26889:21
940	Unknown	18150	8.5351	9.03205	9.101517	323.257	4905.9375	39617.359375	null	[M+H]+	M + 2	isotope of 1034	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	272.119	323.09131:52 323.18647:144 323.19881:361 323.22172:163 323.25697:1290 324.20941:91 324.26236:208 325.14381:94 325.16679:82 325.19861:101 325.21452:1835 325.27286:401 325.29054:343 326.17161:47 326.22118:532 326.27607:139 326.30086:95 327.00778:83 327.14074:82 327.18153:192 327.19926:284 327.22408:485 327.23118:2057 327.25246:531 327.29147:57 328.23918:396	
941	Unknown	18150	8.8144	9.03205	9.199117	332.3312	1962.6875	9852.11328125	null	[M+H]+	M + 2	isotope of 845	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	163.5971	332.22772:84 332.33315:553 333.13602:57 333.16823:88 333.2058:534 333.24338:303 333.27738:365 333.33286:127 334.21042:105 335.22013:1237 335.2632:56 336.22417:287 336.24574:132 336.2763:143 337.19912:135 337.23512:1444 337.27112:374	
942	Unknown	18150	8.66605	9.03205	9.087867	439.2681	3406.9375	26717.396484375	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	259.0899	439.19414:105 439.24961:72 439.2681:720 439.35645:249 440.27335:193 440.32477:166 440.35768:82 441.18914:64 441.22209:89 441.25092:101 441.31887:111 442.30791:90 442.33471:354 443.26503:136 443.33727:167 444.24591:78	
943	Unknown	18150	8.801066	9.03205	9.101517	457.2803	3383.75	24369.140625	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	206.4397	457.22599:105 457.27629:721 457.34547:145 458.28514:237 458.33131:88 459.23838:116 459.2804:148 460.23677:166 460.28093:114 461.25309:352 462.24945:100 462.26842:152	
944	Unknown	18150	8.867633	9.03205	9.1154	463.2722	2717.875	15863.580078125	null	[M+H]+	M + 0	similar chromatogram in higher mz_954	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	161.5177	463.21313:77 463.23422:115 463.2722:773 463.29119:101 463.30807:71 464.24328:173 464.27074:201 464.30242:88 464.744:95 465.27035:82 465.38031:76 466.23717:62 466.27739:148 466.30068:188 466.31761:227 466.37689:66 466.40864:166 467.22407:91 467.24314:113 467.30883:52 467.31519:85	
945	Unknown	18150	8.92225	9.03205	9.26815	480.2775	3364.4375	27649.189453125	null	[M+H]+	M + 1	isotope of 853	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	104.6736	480.27753:687 480.33769:57 480.42363:84 481.27917:676 482.22373:71 482.284:314 482.32706:126 482.36366:54 482.40241:786 483.18429:52 483.24247:65 483.25109:142 483.34376:61 483.36747:57 483.40842:245 484.25798:90 484.34859:60 485.23352:465	
946	Unknown	18150	8.92225	9.03205	9.1154	481.2792	3084.875	16803.93359375	null	[M+H]+	M + 2	isotope of 853	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	107.6181	481.27917:676 482.22373:71 482.284:314 482.32706:126 482.36366:54 482.40241:786 483.18429:52 483.24247:65 483.25109:142 483.34376:61 483.36747:57 483.40842:245 484.25798:90 484.34859:60 485.23352:465 485.31558:47 486.24247:154	
947	Unknown	18150	8.827784	9.03205	9.199117	485.2335	1733.5	10327.9189453125	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	210.2793	485.23352:465 485.31558:47 486.24247:154 486.35921:80 487.20054:56 487.24598:122 487.27411:79 487.36283:220 488.28301:173 488.36316:99 489.24308:75 489.27778:102 489.3038:65	
948	Unknown	18150	8.78755	9.03205	9.087867	493.2408	1217.5	9568.921875	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	104.2546	492.77722:76 493.24084:227 493.29745:133 493.35841:47 494.245:84 494.30384:129 494.3191:78 495.25455:693 496.26294:206 496.33937:247 496.42236:615 497.23956:69 497.27454:333 497.34231:104 497.41445:72 497.42757:261	
949	Unknown	18150	8.5351	9.03205	9.3516	515.2834	8185.625	70742.421875	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	337.442	515.19882:72 515.28337:1589 515.31675:60 516.28967:468 517.2412:160 517.29694:212 517.37498:158 518.32752:136 518.49268:91 519.14021:302 519.31444:71 520.13685:255	
950	Unknown	18150	8.614067	9.03205	9.2411	516.2897	2183.4375	18311.404296875	null	[M+H]+	M + 1	isotope of 949	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	136.8161	516.28967:468 517.2412:160 517.29694:212 517.37498:158 518.32752:136 518.49268:91 519.14021:302 519.31444:71 520.13685:255 520.31124:58 520.35373:532 521.1322:112 521.27767:364	
951	Unknown	18150	8.881083	9.03205	9.2411	539.2796	4486.4375	29272.98046875	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	101.4419	539.15894:104 539.27959:933 540.24751:47 540.28397:372 540.37056:54 540.40246:62 540.44804:892 541.28929:114 541.39648:54 541.44438:259 542.32522:90 542.45306:80 543.50839:81 544.26282:70	
952	Unknown	18150	8.936216	9.03205	9.2411	540.284	1398.1875	8963.5556640625	null	[M+H]+	M + 1	isotope of 951	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	54.34875	540.24751:47 540.28397:372 540.37056:54 540.40246:62 540.44804:892 541.28929:114 541.39648:54 541.44438:259 542.32522:90 542.45306:80 543.50839:81 544.26282:70 544.40919:53 545.2146:88 545.23749:82	
953	Unknown	18150	8.854366	9.03205	9.2131	547.2239	2179.25	17273.625	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	74.72599	547.21927:484 547.25137:84 547.28119:107 548.20347:78 548.22184:137 548.2884:257 548.34808:66 549.21843:406 549.25059:279 549.29194:156 549.34938:62 549.42061:70 550.22742:112 550.28031:201 551.21892:162 551.29027:86 552.22284:83	
954	Unknown	18150	8.801066	9.03205	9.2411	549.2205	1806.5	13931.4296875	null	[M+H]+	M + 0	similar chromatogram in higher mz_933	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	136.6698	549.21843:406 549.25059:279 549.29194:156 549.34938:62 549.42061:70 550.22742:112 550.28031:201 551.21892:162 551.29027:86 552.22284:83 552.27813:122 552.33342:93 553.22076:73 553.27148:96	
955	Unknown	18150	8.894683	9.03205	9.143567	561.269	3801.6875	23008.572265625	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	318.1727	561.269:874 561.31778:79 561.33403:94 562.27041:378 562.33549:64 562.35641:167 563.36344:83 564.29219:63 565.32192:66 565.49441:203 566.23595:89	
956	Unknown	18150	8.627316	9.03205	9.143567	562.2704	1321.1875	8635.0126953125	null	[M+H]+	M + 1	isotope of 955	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	97.92876	562.27041:378 562.33549:64 562.35641:167 563.36344:83 564.29219:63 565.32192:66 565.49441:203 566.23595:89 566.27794:1272 566.5019:51	
957	Unknown	18150	8.64055	9.03205	9.489516	570.2831	5227.3125	94440.6328125	null	[M+H]+	M + 0	similar chromatogram in higher mz_933	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	569.1403	570.28097:921 570.42144:151 570.45656:1177 571.22946:435 571.28569:385 571.42862:65 571.45909:373 572.20218:67 572.22798:159 572.30067:156 573.22737:213 573.37054:65 573.45036:68 574.20649:84 574.23468:87 574.37563:52 574.42027:65	
958	Unknown	18161	8.841	9.046166	9.1154	226.2156	7458.9375	39007.6171875	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	2011.516	226.05932:90 226.09469:265 226.15661:70 226.17872:430 226.19936:557 226.21558:2576 227.09665:248 227.14392:232 227.16313:3203 227.18086:255 227.20154:115 227.21928:367 228.16596:317 228.19558:11350 229.06862:110 229.12055:132 229.14281:64 229.1621:195 229.19772:1346 230.12769:127 230.20205:234 230.24519:73 231.08637:85 231.13704:322 231.21156:251	53.03736:39 55.0166:38 55.05514:968 56.05687:89 57.03283:56 57.07059:512 58.06501:169 59.04994:87 60.04239:55 66.03928:20 67.05406:525 68.05798:103 69.07018:899 70.06441:87 70.07343:111 71.04838:68 71.08557:293 72.04422:38 72.08:116 77.03869:161 79.05475:701 80.05675:80 81.07037:442 82.06727:105 82.06993:200 83.06847:176 83.08187:112 83.08455:379 84.07844:120 85.08185:30 86.06211:43 86.09576:75 91.05419:66 92.05689:56 93.0613:20 93.06981:426 94.07401:191 95.08455:364 96.08319:236 96.088:146 97.06677:83 97.08029:106 97.08802:116 97.09478:158 97.10154:193 98.09613:64 100.07403:39 101.11523:51 105.04437:53 106.07166:36 107.04614:284 107.07049:123 107.08875:312 108.09029:124 109.1006:113 110.09709:176 111.07952:110 111.10121:118 111.11671:42 113.11583:77 117.06251:20 119.08316:69 120.05539:549 121.09952:282 122.10593:145 123.09692:48 124.11157:206 125.09859:107 125.11394:143 130.07109:48 132.08678:41 133.29614:20 135.11427:100 136.12115:46 138.12656:74 139.13187:145 142.12405:63 147.1152:23 149.13028:91 153.12511:29 154.06544:47 155.07333:47 156.17273:42 162.13454:49 163.15092:157 164.15291:105 165.06474:62 166.06879:39 167.07462:45 169.0928:51 170.10516:42 174.13696:24 180.16202:51 180.17519:310 181.17661:980 182.08157:46 183.06837:202 185.13132:20 193.97765:61 193.99948:158 198.10068:44 199.10225:50 208.03627:47 209.02859:50 209.17036:74 210.03323:483 211.12431:37 226.08553:61 226.09584:228 226.12532:93 226.14008:91 226.15334:328
959	Unknown	18161	8.963483	9.046166	9.185516	233.1175	17875.4375	111139.015625	null	[M+H]+	M + 0	found in higher mz's MsMs_1010	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	415.9891	233.06059:67 233.101:67 233.11746:4216 233.15338:368 233.19081:346 234.11984:674 234.16034:116 234.19334:222 235.09581:603 235.12888:205 235.14992:68 235.16646:607 235.20705:828 235.24012:95 236.09941:86 236.20034:1653 237.08704:52 237.09912:116 237.11119:180 237.13082:92 237.14742:449 237.16403:99 237.18516:838 237.20328:243 237.2214:1368	57.06883:64 83.04928:20 91.05465:40 115.05854:20 117.07037:46 119.08467:40 121.02769:152 129.07504:20 135.07938:34 135.11697:56 145.06465:31 145.10007:112 147.08112:95 149.06123:123 159.11717:59 162.06625:66 163.11124:300 175.07384:204 177.05745:32 177.12659:46 187.1525:20 189.09129:47 190.08473:40 190.09959:427 205.12285:977 218.09068:31 233.11884:362
960	Unknown	18161	8.78755	9.046166	9.185516	234.1198	2984.125	20295.833984375	null	[M+H]+	M + 1	isotope of 959	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	195.3503	234.11984:674 234.16034:116 234.19334:222 235.09581:603 235.12888:205 235.14992:68 235.16646:607 235.20705:828 235.24012:95 236.09941:86 236.20034:1653 237.08704:52 237.09912:116 237.11119:180 237.13082:92 237.14742:449 237.16403:99 237.18516:838 237.20328:243 237.2214:1368 238.19019:110 238.22499:259 239.09122:88	
961	Unknown	18161	8.963483	9.046166	9.129333	254.2109	45057.3125	219477.515625	null	[M+H]+	M + 0	similar chromatogram in higher mz_984	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	3534.083	254.10774:55 254.21089:13728 254.25622:119 255.10099:64 255.13857:103 255.15893:3259 255.19494:745 255.21374:1955 255.23096:893 256.1605:597 256.19973:143 256.21542:196 256.23582:181 257.15304:332 257.18919:539 257.22221:382 257.24736:2222 258.15536:66 258.19317:142 258.23097:51 258.25302:446 258.27823:77 259.15175:245 259.16753:344 259.20541:1746	55.01923:32 55.05487:248 57.03329:40 57.06883:174 65.03585:20 67.05372:204 69.06657:48 69.06983:439 71.04885:37 71.08521:84 72.08379:20 79.05085:50 81.06818:57 82.06506:43 83.08501:228 84.0798:35 84.08339:20 91.05278:30 93.06932:135 95.08692:236 97.0624:36 97.10007:98 100.07547:56 107.08615:105 109.10105:190 110.09548:32 111.11819:83 114.0911:56 121.10103:236 123.07886:28 123.11475:74 124.11419:65 131.08527:40 135.08051:35 135.11697:212 138.12695:162 139.11261:37 142.16302:20 149.13306:135 152.14571:137 166.15884:112 182.1004:20 191.17969:90 195.11279:21 195.13744:44 208.20766:217 209.19189:35 222.09579:20
962	Unknown	18161	8.949984	9.046166	9.171383	283.2051	13323.125	112219.953125	null	[M+H]+	M + 0	found in higher mz's MsMs_989; found in higher mz's MsMs_965	null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	283.137	283.04674:97 283.15395:148 283.17374:236 283.20509:2955 283.22488:179 283.26283:847 283.28428:78 284.18585:63 284.20899:718 284.26518:188 284.29328:53 284.32964:1871 285.13024:52 285.14845:145 285.18486:227 285.22129:805 285.24943:53 285.33387:484 286.22377:148 286.31334:153 286.33656:77 287.12835:88 287.14828:134 287.16157:62 287.19978:794 287.22138:424 287.23633:254 288.14583:79	55.05441:532 57.06911:385 67.05406:568 69.07018:532 71.04921:139 71.08557:199 73.09139:20 75.02659:125 78.66823:20 79.05475:216 81.03418:76 81.06948:739 83.04971:101 83.08545:336 85.06467:101 85.10084:101 87.04433:103 89.05971:326 91.05419:178 93.06981:268 95.08072:43 95.08646:814 96.088:67 97.06677:119 97.09961:62 99.07822:75 101.06004:95 105.07149:58 107.04919:76 107.0857:198 109.10265:293 111.08055:91 113.05641:20 113.09707:49 115.056:98 117.06888:189 119.08423:122 120.08869:43 121.1006:195 123.04581:46 123.11541:123 125.06022:57 125.10298:43 128.06314:120 129.07018:453 131.04893:31 131.08597:163 133.08685:55 135.11771:170 139.07289:45 139.11684:24 141.06956:269 143.08514:256 145.09377:75 145.10085:180 147.1152:45 149.09557:46 149.13268:189 151.10963:75 152.05827:49 153.06931:101 154.07761:190 155.08556:1308 156.09433:60 157.10023:337 159.08093:104 159.11681:169 161.09396:52 161.13377:49 163.14342:55 165.07104:140 165.16426:37 167.08601:295 168.09236:41 169.10173:1144 171.11671:711 173.09848:124 173.13072:161 175.10982:50 177.08842:292 179.08337:52 180.09229:117 181.10139:489 183.11745:444 184.12434:67 185.09663:96 185.13132:292 187.10927:71 187.14548:46 189.14357:20 195.11797:2653 197.13191:404 199.11192:448 199.1479:633 201.12547:181 205.19418:43 209.1335:442 211.14711:310 213.08879:66 213.12601:168 213.16608:143 215.13425:57 219.16885:30 221.13095:43 223.10912:59 223.14719:433 225.16229:105 227.1377:63 227.17462:38 229.55521:21 235.1481:58 237.15465:46 237.16371:121 239.18185:329 241.15984:83 241.19791:42 247.14574:39 250.96844:173 250.98865:40 255.20872:113 265.07748:100 265.14771:88 265.19083:391 265.19562:1098 265.21796:52 266.20068:21 266.99939:294 268.97806:41 277.22849:21 278.97604:76 283.18005:97 283.2048:1473 283.23779:158 283.25925:106 283.30707:66
963	Unknown	18161	8.841	9.046166	9.26815	284.3297	6940.4375	32542.220703125	null	[M+H]+	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	454.3676	284.18585:63 284.20899:718 284.26518:188 284.29328:53 284.32964:1871 285.13024:52 285.14845:145 285.18486:227 285.22129:805 285.24943:53 285.33387:484 286.22377:148 286.31334:153 286.33656:77 287.12835:88 287.14828:134 287.16157:62 287.19978:794 287.22138:424 287.23633:254 288.14583:79 288.2074:183 288.22404:114 289.13677:226 289.18011:229 289.20178:88 289.21678:312	55.05364:101 56.06123:20 57.06907:256 58.06646:83 60.08109:906 60.36561:20 67.05401:120 68.05955:33 69.07012:155 70.07338:57 71.08469:187 79.05469:41 81.0703:91 82.07164:36 83.0827:46 85.09987:41 92.05964:20 95.08065:69 96.08984:50 97.06283:38 100.95651:26 108.05148:53 109.09949:58 117.06985:45 118.06259:20 119.0927:20 121.06383:30 121.10051:68 124.12021:47 126.83243:20 128.06526:81 129.0723:85 130.0721:78 131.0825:40 132.09454:20 135.11646:49 141.07178:41 147.11629:35 148.12151:44 154.0714:77 155.08665:170 156.08809:229 157.10133:48 158.10432:56 160.97441:20 167.08588:59 168.08588:56 169.10033:103 170.10503:118 171.11658:81 172.11696:91 173.13187:54 177.05174:39 179.08192:20 181.1039:96 182.10258:73 183.11598:116 184.11754:88 185.13116:41 186.13422:88 187.11182:20 188.15247:35 195.11919:66 196.11182:53 196.11868:337 198.13364:88 200.11311:141 200.14917:103 202.15819:23 210.12827:87 211.10847:21 212.15665:41 214.12305:40 214.13882:97 214.17612:21 219.09612:20 224.14536:56 226.16643:39 240.18787:110 243.077:33 251.96625:57 266.19727:185 267.9964:54 284.02835:41 284.33078:12498
